msoa21cd,all_lgb_plus,gay_or_lesbian,bisexual_and_other,all_diff_id,trans_mw,other_id,different_unanswered
E02001028,0.01278731,0.00760764,0.005179346,0.002427577,0.001456546,0.000323677,0.000647354
E02001029,0.032317175,0.014492754,0.017824421,0.009162086,0.002998501,0.00049975,0.005663835
E02001030,0.019504584,0.011312658,0.008191925,0.003900917,0.001755413,0.000780183,0.001365321
E02001031,0.020087655,0.010956903,0.009130752,0.003288272,0.001461454,0.000182682,0.001644136
E02001032,0.020683021,0.012987013,0.007696008,0.002565747,0.001282874,0.000320718,0.000962155
E02001033,0.028459476,0.01402351,0.014435966,0.004331683,0.001237624,0.001237624,0.001856436
E02001034,0.037575224,0.019668281,0.017906942,0.007631347,0.003228647,0.000733783,0.003668917
E02001035,0.017716864,0.010529835,0.00718703,0.002841384,0.001337122,0.00033428,0.001169982
E02001036,0.02827457,0.016010901,0.012263669,0.00476758,0.002043249,0.000340541,0.00238379
E02001037,0.022274326,0.013063139,0.009211188,0.003683241,0.00100452,0.00100452,0.001674201
E02001038,0.043811144,0.025521055,0.01829009,0.004040834,0.001276053,0.000425351,0.00233943
E02001039,0.033100516,0.017613119,0.015487397,0.004858791,0.001822047,0.000607349,0.002429396
E02001040,0.033175355,0.022180095,0.010995261,0.004357711,0.002463054,0.000947329,0.000947329
E02001041,0.044416444,0.028035911,0.016380532,0.003622047,0.001417323,0.000629921,0.001574803
E02001042,0.046301525,0.028609072,0.017692453,0.005272077,0.001318019,0.002259461,0.001694596
E02001043,0.040425994,0.025429255,0.014996739,0.003913043,0.002608696,0.000652174,0.000652174
E02001044,0.018915116,0.010942629,0.007972487,0.003751172,0.001875586,0.000468897,0.00140669
E02001045,0.029561987,0.018108652,0.011453335,0.004799505,0.001548227,0.000619291,0.002631986
E02001046,0.040152055,0.024233785,0.01591827,0.00582086,0.002969827,0.000950344,0.001900689
E02001047,0.0287832,0.017541692,0.011241507,0.006176652,0.002100062,0.000864731,0.003211859
E02001048,0.031632944,0.017811342,0.013821602,0.00997009,0.003133457,0.001281869,0.005554764
E02001049,0.030722154,0.01872705,0.011995104,0.004652302,0.001958864,0.000489716,0.002203722
E02001050,0.036920007,0.018460003,0.018460003,0.014798803,0.006651147,0.000665115,0.007482541
E02001051,0.031213192,0.016195524,0.015017668,0.011040777,0.005005152,0.000588841,0.005446783
E02001052,0.023816301,0.010247652,0.01356865,0.013857251,0.005504935,0.000474563,0.007877752
E02001053,0.037742546,0.020705159,0.017037388,0.011473859,0.004021765,0.001419446,0.006032647
E02001055,0.037699238,0.022453222,0.015246015,0.008316008,0.003187803,0.000693001,0.004435204
E02001056,0.032596941,0.018384057,0.014212884,0.007259808,0.002471424,0.000463392,0.004324992
E02001059,0.053521127,0.033126761,0.020394366,0.011824324,0.005405405,0.001576577,0.004842342
E02001061,0.035233033,0.0190382,0.016194833,0.012736491,0.003833313,0.000618276,0.008284902
E02001062,0.055590811,0.026526209,0.029064602,0.014086294,0.005203046,0.004060914,0.004822335
E02001063,0.125296728,0.053669109,0.071627619,0.01641375,0.004748632,0.007742335,0.003922783
E02001064,0.033095723,0.015147658,0.017948065,0.01208959,0.003945024,0.001272588,0.006871978
E02001065,0.036790717,0.015989812,0.020800906,0.01231074,0.003962077,0.001273525,0.007075138
E02001066,0.092798354,0.025617284,0.06718107,0.016462599,0.004732997,0.004732997,0.006996605
E02001067,0.030826141,0.013193588,0.017632552,0.010972753,0.004315128,0.000493157,0.006164468
E02001068,0.047874881,0.019221585,0.028653295,0.022567164,0.007522388,0.002149254,0.012895522
E02001069,0.075321999,0.024729521,0.050592478,0.024214323,0.008655332,0.004842865,0.010716126
E02001070,0.090517654,0.027748541,0.062769113,0.014546847,0.004785147,0.00555077,0.004210929
E02001072,0.091983696,0.043206522,0.048777174,0.012092391,0.00298913,0.003940217,0.005163043
E02001073,0.091737315,0.050234088,0.041503227,0.004302164,0.001518411,0.001644945,0.001138808
E02001074,0.046286212,0.024177739,0.022108474,0.008059246,0.003158353,0.001851448,0.003049445
E02001075,0.073705467,0.032453483,0.041251984,0.015289197,0.004471369,0.003317467,0.007500361
E02001076,0.137469937,0.038287638,0.099182299,0.011831474,0.00346287,0.005290496,0.003078107
E02001077,0.091146258,0.055437796,0.035708463,0.004893166,0.00146795,0.002446583,0.000978633
E02001078,0.049102366,0.02223279,0.026869576,0.007370423,0.003090823,0.001545411,0.002734189
E02001079,0.06733394,0.023007929,0.044326011,0.010265073,0.002598753,0.00272869,0.00493763
E02001080,0.113321209,0.036030916,0.077290293,0.010460489,0.001819215,0.006026151,0.002615122
E02001081,0.080202453,0.052754526,0.027447927,0.006033476,0.002140911,0.002724796,0.00116777
E02001082,0.093516633,0.037678208,0.055838425,0.005945303,0.002208255,0.001868524,0.001868524
E02001083,0.087778244,0.043259135,0.04451911,0.00601988,0.001399972,0.003079938,0.001539969
E02001084,0.084254144,0.034944751,0.049309392,0.00663075,0.001795828,0.002762813,0.002072109
E02001085,0.024345985,0.011038863,0.013307122,0.008163265,0.003476946,0.001209373,0.003476946
E02001086,0.053463588,0.026110124,0.027353463,0.006749556,0.001953819,0.001776199,0.003019538
E02001087,0.053946183,0.028839964,0.025106218,0.003347496,0.000901249,0.001029999,0.001416248
E02001088,0.037426227,0.015258385,0.022167843,0.006479482,0.002447804,0.001007919,0.003023758
E02001089,0.042857143,0.022887865,0.019969278,0.004454685,0.001228879,0.001536098,0.001689708
E02001090,0.038952085,0.021544295,0.01740779,0.004651964,0.00275672,0.000516885,0.00137836
E02001091,0.038161191,0.022690438,0.015470753,0.004567556,0.001326065,0.000884043,0.002357448
E02001092,0.040186784,0.023206453,0.016980331,0.006511891,0.001698754,0.000849377,0.00396376
E02001093,0.031543168,0.017403127,0.014140041,0.003535972,0.00122399,0.000271998,0.002039984
E02001094,0.042621576,0.028787032,0.013834545,0.006709533,0.002795639,0.000279564,0.00363433
E02001095,0.038329519,0.022597254,0.015732265,0.006150765,0.001859534,0.000572164,0.003719067
E02001096,0.038623925,0.024081314,0.014542611,0.005314991,0.001406909,0.00093794,0.002970142
E02001097,0.031990343,0.018107741,0.013882602,0.008148483,0.003168855,0.000603591,0.004376037
E02001098,0.023106289,0.012457304,0.010648985,0.003212206,0.001003814,0.000602289,0.001606103
E02001099,0.031960532,0.01951952,0.012441013,0.003217503,0.000858001,0.000429,0.001930502
E02001100,0.025205041,0.014602921,0.01060212,0.004203363,0.001801441,0.00060048,0.001801441
E02001101,0.01403658,0.00701829,0.00701829,0.002976823,0.001063151,0.000850521,0.001063151
E02001102,0.021197777,0.01234822,0.008849343,0.001646429,0.000617411,0.000205804,0.000823215
E02001103,0.018717728,0.012908778,0.005808657,0.0023661,0.0006453,0.0002151,0.0015057
E02001104,0.028868157,0.013906002,0.014962154,0.003169014,0.000528169,0.000704225,0.00193662
E02001105,0.019393939,0.010505051,0.008888889,0.003032141,0.001414999,0.000404285,0.001212856
E02001106,0.02002002,0.013413413,0.006606607,0.003003604,0.000800961,0.000600721,0.001601922
E02001107,0.020673813,0.010336907,0.010336907,0.007849895,0.002871913,0.000574383,0.004403599
E02001108,0.02905234,0.015679041,0.0133733,0.005535055,0.003228782,0,0.002306273
E02001109,0.025197628,0.014492754,0.010704875,0.012843735,0.007739173,0.000164663,0.004939898
E02001110,0.020419426,0.014164827,0.006254805,0.000551876,0,0,0.000551876
E02001111,0.03312922,0.013188884,0.019940336,0.01616447,0.006120527,0.000156937,0.009887006
E02001112,0.016983017,0.01018981,0.006793207,0.001398601,0.000999001,0.0001998,0.0001998
E02001113,0.01459854,0.0025324,0.01206614,0.014002681,0.003426188,0.000297929,0.010278564
E02001114,0.016954065,0.008839299,0.008114766,0.006374964,0.002318169,0.000289771,0.003767024
E02001115,0.024515863,0.014627112,0.009888752,0.003502266,0.001236094,0.000824063,0.00144211
E02001116,0.019061584,0.006048387,0.013013196,0.020340847,0.011544805,0.001282756,0.007513286
E02001117,0.019541376,0.011365902,0.008175473,0.001196888,0.000199481,0.000598444,0.000398963
E02001118,0.017002768,0.008699091,0.008303678,0.001384768,0.000395648,0.000593472,0.000395648
E02001119,0.010049671,0.002541296,0.007508375,0.008896592,0.001848642,0.00023108,0.006816869
E02001121,0.019399768,0.004974299,0.014425469,0.019893899,0.005636605,0.000331565,0.013925729
E02001123,0.030419715,0.017520216,0.012899499,0.007314726,0.002502406,0.000384986,0.004427334
E02001124,0.025431771,0.015752515,0.009679256,0.008350731,0.002467261,0.000759157,0.005124312
E02001125,0.021540881,0.01163522,0.009905661,0.003774178,0.000786287,0.000157257,0.002830634
E02001126,0.028145695,0.012492474,0.015653221,0.010985704,0.003611738,0.000601956,0.006772009
E02001127,0.02762335,0.013898541,0.013724809,0.00660066,0.001910717,0.000521105,0.004168838
E02001128,0.030404277,0.017707985,0.012696292,0.005847953,0.003341688,0.000167084,0.002339181
E02001129,0.039154412,0.023161765,0.015992647,0.005513692,0.001286528,0.001102738,0.003124426
E02001130,0.020977597,0.012830957,0.00814664,0.002851905,0.001833367,0.000203707,0.00081483
E02001131,0.026041667,0.014945652,0.011096014,0.002942508,0.001358081,0.000905387,0.00067904
E02001132,0.024358974,0.011172161,0.013186813,0.005311355,0.002380952,0.001098901,0.001831502
E02001133,0.019875071,0.009842892,0.010032179,0.002082544,0.001514578,0,0.000567967
E02001134,0.021668884,0.014445923,0.007222962,0.002851711,0.001140684,0.00095057,0.000760456
E02001135,0.020274689,0.010137345,0.010137344,0.006214227,0.002289452,0.001144726,0.002780049
E02001136,0.020186335,0.011257764,0.008928571,0.004787165,0.00181136,0.000776297,0.002199508
E02001137,0.021609107,0.013891569,0.007717784,0.0025082,0.001157631,0.000578815,0.000771754
E02001138,0.015250243,0.009011507,0.006238736,0.002772771,0.001386386,0.000554554,0.000831831
E02001139,0.016358558,0.005851842,0.010506717,0.009708738,0.004787871,0.000132996,0.004787871
E02001140,0.023446467,0.00885391,0.014592556,0.006068558,0.001804166,0.000164015,0.004100377
E02001141,0.027009003,0.011337112,0.01567189,0.011559409,0.003445593,0.000889185,0.00722463
E02001142,0.010111023,0.005154639,0.004956873,0.002378593,0.001783944,0,0.000594648
E02001143,0.022481168,0.009298493,0.013182674,0.010824803,0.002353218,0.000588305,0.00788328
E02001144,0.027484144,0.017874303,0.009610053,0.00422833,0.001537574,0.00057659,0.002114165
E02001145,0.020072677,0.010382419,0.009690056,0.001211702,0.001038601,0,0.0001731
E02001146,0.016141836,0.005424716,0.010717121,0.012306471,0.004102157,0,0.008204314
E02001147,0.025516092,0.0130786,0.012437492,0.006797486,0.002693344,0.000769527,0.003334616
E02001148,0.02376095,0.011880475,0.011880475,0.003840154,0.001440058,0.00024001,0.002160086
E02001149,0.027365321,0.01325316,0.014112161,0.004171267,0.001840265,0.000613422,0.001717581
E02001150,0.030483379,0.014661054,0.015822325,0.004064451,0.001306431,0.000725795,0.002032225
E02001151,0.020675994,0.010895134,0.009780859,0.002599975,0.0014857,0.000123808,0.000990467
E02001152,0.025257128,0.015362583,0.009894545,0.004555512,0.001431732,0.000390472,0.002733307
E02001153,0.029625551,0.017511013,0.012114538,0.00660793,0.003744493,0.000110132,0.002753304
E02001154,0.023155027,0.011887073,0.011267954,0.004706465,0.002229378,0.000619272,0.001857815
E02001155,0.030915577,0.018345507,0.01257007,0.003057585,0.000679463,0.001189061,0.001189061
E02001156,0.018668326,0.010578718,0.008089608,0.003859081,0.001493838,0.000871405,0.001493838
E02001157,0.033417402,0.013556116,0.019861287,0.010091454,0.001734469,0.001103753,0.007253232
E02001158,0.037271004,0.021267635,0.016003369,0.007163928,0.001896334,0.001053519,0.004214075
E02001159,0.047757617,0.031838412,0.015919206,0.005304586,0.00119781,0.001711157,0.002395619
E02001160,0.031453564,0.019356039,0.012097524,0.00930752,0.006887565,0.000558451,0.001861504
E02001161,0.035354573,0.021993834,0.01336074,0.004933196,0.002261048,0.001233299,0.001438849
E02001162,0.031379026,0.015483072,0.015895953,0.005367465,0.001238646,0.001032205,0.003096614
E02001163,0.032519328,0.023929316,0.008590011,0.00331329,0.00110443,0.00110443,0.00110443
E02001164,0.043752072,0.024361949,0.019390123,0.007127466,0.00298359,0.001823305,0.00232057
E02001165,0.038477035,0.024576954,0.013900081,0.006044731,0.002216401,0.001007455,0.002820874
E02001166,0.022411558,0.013335803,0.009075754,0.004632203,0.000926441,0.001297017,0.002408746
E02001167,0.045122636,0.022654934,0.022467703,0.005244428,0.001498408,0.000187301,0.003558719
E02001168,0.031962307,0.015280784,0.016681523,0.005220935,0.001655418,0.000509359,0.003056157
E02001169,0.019394619,0.010986547,0.008408071,0.002802691,0.000672646,0.00044843,0.001681614
E02001170,0.022707314,0.016434575,0.006272739,0.001882058,0.000878294,0.000250941,0.000752823
E02001171,0.023063276,0.015572639,0.007490149,0.002956248,0.000788333,0.000197083,0.001970832
E02001173,0.089201878,0.037037037,0.05216484,0.012653274,0.004435168,0.00404383,0.004174276
E02001174,0.069441583,0.039357099,0.030084483,0.00638517,0.002059732,0.001647786,0.002677652
E02001175,0.036556604,0.020721024,0.01583558,0.002863881,0.000505391,0.000842318,0.001516173
E02001176,0.053741635,0.031940783,0.021800852,0.006185358,0.001622389,0.001216792,0.003346177
E02001177,0.063063063,0.037414966,0.025648097,0.01103144,0.002849789,0.002206288,0.005975363
E02001179,0.08659408,0.050697516,0.035896563,0.008673469,0.003401361,0.002721088,0.00255102
E02001180,0.075813052,0.046521645,0.029291407,0.015937971,0.008184364,0.003015292,0.004738316
E02001181,0.033767899,0.01453302,0.019234879,0.005771697,0.002137666,0.0006413,0.002992732
E02001182,0.058712121,0.030647383,0.028064739,0.012743241,0.004305149,0.001377648,0.007060444
E02001183,0.048031229,0.027494908,0.02053632,0.005432937,0.001697793,0.000848896,0.002886248
E02001185,0.021251932,0.011849562,0.00940237,0.00360546,0.001416431,0.000515066,0.001673963
E02001186,0.030009681,0.016456922,0.013552759,0.004355717,0.00169389,0.001209921,0.001451906
E02001187,0.034887798,0.019635344,0.015252454,0.003856942,0.00157784,0.000876578,0.001402525
E02001188,0.067585398,0.042662366,0.024923032,0.005278592,0.001319648,0.001759531,0.002199413
E02001189,0.029372889,0.017036276,0.012336613,0.004259069,0.001909238,0.001028051,0.00132178
E02001190,0.059651475,0.029825737,0.029825737,0.005863629,0.003350645,0.001005193,0.00150779
E02001191,0.029176084,0.01376618,0.015409904,0.002670501,0.000410846,0.000821693,0.001437962
E02001192,0.037438062,0.024041108,0.013396954,0.002937936,0.001101726,0.001468968,0.000367242
E02001193,0.043874644,0.025451092,0.018423552,0.005508072,0.002469136,0.000949668,0.002089269
E02001194,0.027016445,0.015857478,0.011158966,0.003329416,0.001370936,0.000783392,0.001175088
E02001195,0.029626032,0.015703416,0.013922616,0.001780511,0.000971188,0.000647459,0.000161865
E02001196,0.022584114,0.012137041,0.010447073,0.001537043,0.000768521,0.000153704,0.000614817
E02001197,0.031987205,0.019992003,0.011995202,0.0026,0.0002,0.0008,0.0016
E02001198,0.027226505,0.015581433,0.011645072,0.003773585,0.001640689,0.001148482,0.000984413
E02001199,0.029561987,0.016870453,0.012691534,0.003561474,0.00139362,0.000774234,0.00139362
E02001200,0.054846336,0.027738377,0.027107959,0.007721399,0.002678853,0.001575796,0.003466751
E02001201,0.028854436,0.01464255,0.014211886,0.002798708,0.000645856,0.001291712,0.000861141
E02001202,0.057358491,0.031132075,0.026226415,0.005283019,0.001509434,0.001886792,0.001886792
E02001203,0.020045464,0.012812565,0.0072329,0.002066543,0.001033271,0.000619963,0.000413309
E02001204,0.038574423,0.022501747,0.016072676,0.004612159,0.002236198,0.001257862,0.001118099
E02001205,0.040289855,0.020434783,0.019855072,0.005941168,0.002753224,0.001159252,0.002028691
E02001206,0.021456327,0.00861632,0.012840007,0.003377808,0.001013342,0.000844452,0.001520014
E02001207,0.018731225,0.009542322,0.009188903,0.001943806,0.001236968,0.00017671,0.000530129
E02001208,0.053539752,0.03628447,0.017255282,0.004996776,0.001611863,0.001128304,0.002256609
E02001209,0.048482903,0.024080912,0.024401991,0.004657138,0.001445319,0.001927092,0.001284728
E02001210,0.024402818,0.013404365,0.010998454,0.00377877,0.001202336,0.000687049,0.001889385
E02001211,0.020307459,0.013285253,0.007022206,0.002468198,0.001139168,0.000379723,0.000949307
E02001212,0.033480854,0.020203964,0.013276891,0.007502886,0.00115429,0.000769527,0.005579069
E02001213,0.027985075,0.015422886,0.012562189,0.004104478,0.001492537,0.000995025,0.001616915
E02001214,0.017069045,0.010764263,0.006304783,0.003229279,0.001230201,0.00030755,0.001691527
E02001215,0.017324738,0.008259468,0.00906527,0.001007049,0.00040282,0.00020141,0.00040282
E02001216,0.02533837,0.014479068,0.010859301,0.002676744,0.001732011,0.000787278,0.000157456
E02001217,0.032754253,0.017372421,0.015381831,0.005066956,0.00199059,0.000723851,0.002352515
E02001218,0.016225098,0.008009858,0.00821524,0.002053388,0.000616016,0.000616016,0.000821355
E02001219,0.014288954,0.008165117,0.006123838,0.001361779,0.000907853,0.000453926,0
E02001220,0.019659819,0.010603048,0.009056771,0.001546278,0,0.000220897,0.001325381
E02001221,0.012080262,0.006347256,0.005733005,0.001636996,0.000204625,0.000409249,0.001023123
E02001222,0.015410959,0.009703196,0.005707728,0.00152207,0.000951294,0.000190259,0.000380518
E02001223,0.016696915,0.007803993,0.008892922,0.003448276,0.001633394,0.000725953,0.001088929
E02001224,0.015292949,0.009533267,0.005759634,0.002184707,0.000993049,0.000397219,0.000794439
E02001225,0.017917512,0.009465855,0.008451657,0.003380663,0.001859364,0.001014199,0.000507099
E02001226,0.017587056,0.00949701,0.008089693,0.003340953,0.001758396,0.000351679,0.001230877
E02001227,0.00914037,0.004787813,0.004353046,0.002393386,0.001958225,0.000217581,0.000217581
E02001228,0.0126533,0.006229317,0.006423983,0.001946283,0.000583885,0.000973141,0.000389257
E02001229,0.038630691,0.019731368,0.018899323,0.004159734,0.001545044,0.000594248,0.002020442
E02001230,0.021076325,0.011458973,0.009617352,0.004297115,0.001227747,0.000409249,0.002660119
E02001231,0.025116613,0.012737711,0.012378902,0.005733739,0.002150152,0.001254256,0.002329332
E02001232,0.034201954,0.01806337,0.016138585,0.006810779,0.002072846,0.001036423,0.00370151
E02001233,0.02112565,0.009301592,0.011824058,0.004099007,0.001891849,0.000157654,0.002049503
E02001234,0.03093796,0.01293174,0.01800622,0.005401866,0.002291701,0.00114585,0.001964315
E02001235,0.036727589,0.020887728,0.015839861,0.004697286,0.001565762,0.001043841,0.002087683
E02001236,0.046998505,0.027344584,0.01965392,0.009615385,0.004059829,0.00042735,0.005128205
E02001237,0.036726128,0.021336132,0.015389997,0.009097271,0.001924423,0.000524843,0.006648006
E02001238,0.030682339,0.018470463,0.012211876,0.006411235,0.001373836,0.001373836,0.003663563
E02001239,0.038036325,0.021979468,0.016056857,0.00579176,0.00289588,0.000789785,0.002106095
E02001240,0.039529503,0.023524875,0.016004628,0.006556113,0.002313922,0.002313922,0.001928268
E02001241,0.043354655,0.016465293,0.026889363,0.013153217,0.004502903,0.003910416,0.004739898
E02001242,0.020679986,0.011391518,0.009288468,0.002453988,0.000525855,0.000701139,0.001226994
E02001243,0.031425688,0.017875162,0.013550526,0.003027245,0.001441545,0.000864927,0.000720773
E02001244,0.025858226,0.013152029,0.012706197,0.002006242,0.000668747,0.000445831,0.000891663
E02001245,0.044235512,0.029130703,0.015104809,0.002928483,0.001233046,0.000770654,0.000924784
E02001246,0.031690141,0.015928907,0.015761234,0.004861693,0.001844091,0.000335289,0.002682313
E02001247,0.029229998,0.015867713,0.013362285,0.003674628,0.000668114,0.001002171,0.002004343
E02001248,0.033554889,0.019939966,0.013614923,0.003966978,0.00171545,0.000321647,0.001929881
E02001249,0.033757716,0.016975309,0.016782407,0.004436728,0.000771605,0.00154321,0.002121914
E02001250,0.026160648,0.014922623,0.011238025,0.002948765,0.000368596,0.00165868,0.000921489
E02001251,0.040234375,0.019921875,0.020312501,0.002929688,0.001757812,0.000585938,0.000585938
E02001252,0.024754046,0.016344018,0.008409989,0.002221517,0.001269438,0.000476039,0.000476039
E02001253,0.034965035,0.018085363,0.016879672,0.003140855,0.000483209,0.000724813,0.001932834
E02001254,0.029921943,0.018213356,0.011708586,0.003037535,0.001301801,0.000216967,0.001518768
E02001255,0.035279591,0.020814959,0.014464632,0.004764426,0.001411682,0.001058761,0.002293983
E02001256,0.030786214,0.017171593,0.01361462,0.008340488,0.002943702,0.000613271,0.004783515
E02001257,0.026220736,0.016588629,0.009632107,0.004680396,0.002005884,0.000401177,0.002273335
E02001258,0.026337181,0.018858722,0.007478458,0.003577818,0.000325256,0.000325256,0.002927305
E02001259,0.060284072,0.0330695,0.027214572,0.010517185,0.004336984,0.001843218,0.004336984
E02001260,0.022590606,0.013001788,0.009588818,0.002601203,0.000975451,0.000975451,0.000650301
E02001261,0.051307992,0.030351207,0.020956786,0.007516623,0.002891009,0.001734605,0.002891009
E02001262,0.04109589,0.023171087,0.017924803,0.008306616,0.004371903,0.002040222,0.001894491
E02001263,0.016766292,0.010642951,0.006123341,0.002770083,0.001457938,0.000583175,0.000728969
E02001264,0.030141054,0.017371938,0.012769117,0.004453682,0.002820665,0.000148456,0.001484561
E02001265,0.021850512,0.011151296,0.010699217,0.003467511,0.001356852,0.000452284,0.001658375
E02001266,0.03655914,0.019892473,0.016666667,0.00501972,0.002151309,0.000896379,0.001972033
E02001267,0.039014713,0.021656472,0.017358241,0.003139977,0.001156834,0.000661048,0.001322096
E02001268,0.026293178,0.017013233,0.009279945,0.003265166,0.001031105,0.000687403,0.001546658
E02001269,0.040524434,0.023688915,0.016835518,0.004915835,0.001787576,0.001340682,0.001787576
E02001270,0.033462225,0.019779893,0.013682332,0.002231147,0.001189945,0,0.001041202
E02001271,0.025488693,0.014181679,0.011307014,0.002491854,0.00191681,0,0.000575043
E02001272,0.028746466,0.016650958,0.012095508,0.004396295,0.002512168,0.000471032,0.001413095
E02001273,0.039063528,0.019334473,0.019729054,0.003420603,0.001052493,0.001184055,0.001184055
E02001274,0.018963144,0.010552072,0.008411072,0.0032115,0.001682214,0.000458786,0.0010705
E02001275,0.022526146,0.012389381,0.010136766,0.00579337,0.002896685,0.000804635,0.00209205
E02001276,0.027559686,0.017144688,0.010414998,0.003524511,0.00064082,0.000801025,0.002082666
E02001277,0.02598503,0.014828414,0.011156616,0.003953127,0.001553014,0.000564732,0.00183538
E02001278,0.020574304,0.011841326,0.008732978,0.001481043,0.000444313,0.000888626,0.000148104
E02001279,0.018821729,0.009487376,0.009334353,0.002295333,0.000765111,0.000765111,0.000765111
E02001280,0.025117264,0.010894235,0.014223029,0.003783293,0.002118644,0.000151332,0.001513317
E02001281,0.015384615,0.008744939,0.006639676,0.002104922,0.000485751,0.000971503,0.000647668
E02001282,0.027096115,0.015720859,0.011375256,0.003705597,0.001150013,0.001022234,0.00153335
E02001283,0.027513365,0.014604251,0.012909114,0.00404383,0.001304461,0.001304461,0.001434907
E02001284,0.024261772,0.014684757,0.009577015,0.002074027,0.000797703,0.000638162,0.000638162
E02001285,0.019483605,0.010137811,0.009345794,0.003484872,0.002059243,0.000792016,0.000633613
E02001286,0.010513296,0.005875077,0.004638219,0.002473334,0.000309167,0.0009275,0.001236667
E02001287,0.01950322,0.011775529,0.007727691,0.00312845,0.000920132,0.000920132,0.001288185
E02001288,0.0178289,0.010639827,0.007189073,0.002298851,0.001005747,0.000718391,0.000574713
E02001289,0.016016959,0.008479567,0.007537393,0.002943947,0.001059821,0.000471032,0.001413095
E02001290,0.019836639,0.012640996,0.007195736,0.002333722,0.001166861,0.000194477,0.000972384
E02001291,0.023075707,0.013750593,0.009325115,0.003792668,0.001580278,0.000632111,0.001580278
E02001292,0.023802484,0.01271437,0.011088113,0.003252994,0.00133077,0,0.001922224
E02001293,0.022614028,0.01245688,0.010157148,0.002682506,0.00076643,0.000574823,0.001341253
E02001294,0.042266187,0.023081535,0.019184652,0.005547226,0.001949025,0.000149925,0.003448276
E02001295,0.036531987,0.020875421,0.015656565,0.007070707,0.002020202,0.0003367,0.004713805
E02001296,0.030549285,0.014446953,0.016102333,0.004814926,0.001354198,0.000601866,0.002858862
E02001297,0.024534219,0.013650618,0.0108836,0.003507476,0.001107624,0.000553812,0.00184604
E02001298,0.02460956,0.012147026,0.012462533,0.005048115,0.002681811,0,0.002366304
E02001299,0.024393624,0.014553015,0.00984061,0.003186478,0.000831255,0.000969798,0.001385425
E02001300,0.027357032,0.014837713,0.01251932,0.003862794,0.001390606,0.00092707,0.001545117
E02001301,0.038032245,0.021496486,0.016535759,0.004960044,0.001102232,0.000275558,0.003582254
E02001302,0.019675203,0.01233604,0.007338706,0.002966432,0.001092896,0.000468384,0.001405152
E02001303,0.034768923,0.021176134,0.013592789,0.004436176,0.001860332,0.00057241,0.002003434
E02001304,0.018365995,0.011265739,0.007100555,0.002366528,0.000757289,0.00085195,0.000757289
E02001305,0.01973777,0.013393487,0.006344379,0.002396391,0.000986749,0.000422893,0.000986749
E02001306,0.016666667,0.011,0.005666667,0.001666944,0.000500083,0,0.001166861
E02001307,0.014001474,0.008527213,0.005474341,0.001684565,0.000947568,0.000105285,0.000631712
E02001308,0.021617294,0.011208967,0.010408327,0.003203203,0.001601602,0.001001001,0.000600601
E02001309,0.024528302,0.015239478,0.009288825,0.0029036,0.00174216,0.00029036,0.00087108
E02001310,0.034734666,0.019159201,0.015575465,0.006199201,0.00303072,0.0006888,0.00247968
E02001311,0.029875149,0.015606421,0.014268728,0.00401308,0.001486326,0.000297265,0.002229489
E02001312,0.033119201,0.018986438,0.014132762,0.003711635,0.001570307,0.000856531,0.001284797
E02001313,0.029502626,0.017145505,0.012357121,0.004788384,0.002162496,0.000617856,0.002008032
E02001314,0.017995264,0.011049724,0.006945541,0.002999684,0.000631512,0.001105147,0.001263025
E02001315,0.023694831,0.015362583,0.008332248,0.002473636,0.00091134,0.000260383,0.001301914
E02001316,0.044167229,0.022083614,0.022083614,0.010787123,0.00421372,0.000674195,0.005899208
E02001317,0.021933387,0.01272678,0.009206607,0.004738695,0.001624695,0.000541565,0.002572434
E02001318,0.022013547,0.011391626,0.010621922,0.003078818,0.000769704,0.000769704,0.001539409
E02001319,0.034902718,0.019901975,0.015000743,0.004454343,0.001633259,0.00074239,0.002078693
E02001320,0.026765189,0.014942529,0.01182266,0.003612479,0.001477833,0.000164204,0.001970443
E02001321,0.020801701,0.013361676,0.007440024,0.002429765,0.001063022,0.000303721,0.001063022
E02001322,0.018895826,0.009201446,0.009694381,0.002299606,0.000985545,0,0.00131406
E02001323,0.022386883,0.012927637,0.009459247,0.002837327,0.00204918,0.000157629,0.000630517
E02001324,0.030889189,0.016794122,0.014095067,0.003447759,0.001648928,0.000149903,0.001648928
E02001325,0.019965161,0.013131448,0.006833713,0.002813128,0.001339585,0.000267917,0.001205626
E02001326,0.02269673,0.014932059,0.007765068,0.002388773,0.001492983,0,0.00089579
E02001327,0.030046003,0.017826337,0.012219666,0.005032351,0.001725377,0.000287563,0.00301941
E02001328,0.01777362,0.011693171,0.006079995,0.003507541,0.001052262,0.000350754,0.002104525
E02001329,0.028939445,0.015891603,0.013047842,0.004015392,0.001505772,0.000501924,0.002007696
E02001330,0.022231428,0.014084507,0.00814742,0.003314459,0.00220964,0,0.00110482
E02001331,0.023753846,0.014523077,0.009230769,0.004062538,0.000369322,0.000738643,0.002954573
E02001332,0.032133244,0.019515478,0.012617766,0.003364738,0.002018843,0.000841184,0.000504711
E02001333,0.032690805,0.019406095,0.01328471,0.003387181,0.001433038,0.000260552,0.00169359
E02001334,0.030763163,0.020114376,0.010648787,0.003156441,0.001380943,0.000394555,0.001380943
E02001335,0.018526753,0.011116052,0.007410701,0.003113879,0.00118624,0.0007414,0.00118624
